,goodreads_book_id,books_count,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,tags_list,tags_string,cluster,dbscan_cluster
644,544891,74,Alex Flinn,2007.0,"Beastly (Beastly, #1, Kendra Chronicles, #1)","Beastly (Beastly, #1; Kendra Chronicles, #1)",eng,3.84,150003,157088,8576,4103,12836,39399,48089,52661,"['young-adult', 'fantasy', 'favorites', 'romance', 'ya', 'currently-reading', 'fairy-tales', 'books-i-own', 'fiction', 'retellings', 'paranormal', 'magic', 'owned', 'fairy-tale', 'teen', 'fairytales', 'urban-fantasy', 'retelling', 'beauty-and-the-beast', 'paranormal-romance', 'series', 'fairy-tale-retellings', 'supernatural', 'fairytale', 'owned-books', 'read-in-2011', 'library', 'fairytale-retellings', 'contemporary', 'ya-fiction', 'ya-fantasy', 'to-buy', 'ebook', 'alex-flinn', 'my-books', 'i-own', 'witches', 'ebooks', 'young-adult-fiction', 'high-school', 'kindle', 'fairy-tale-retelling', 'teen-fiction', 'love', 'read-in-2010', 'stand-alone', 'chick-lit', 'audiobook', 'ya-books', 'default', 'book-to-movie', 'wish-list', 'ya-romance', 'favorite-books', 'fairytale-retelling', 'movies', 'favorite', 'books', 'movie', 'favourites', 'e-book', 'reviewed', 'audiobooks', 'ya-lit', 'fairy-tales-retold', 'e-books', '3-stars', 'library-books', 'borrowed', 'have', 'read-2011', 'read-in-2012', 'my-library', 'maybe', 'romantic', 'books-to-movies', 'shelfari-favorites', '4-stars', '5-stars', 'audio', 'books-i-have', 'male-pov', 'read-in-2013', 'stand-alones', 'teens', 'meh', 'young-adult-fantasy', 'love-stories', 'novels', 'youngadult', 'read-in-2015', 'want-to-read', 'sci-fi-fantasy', 'english', 'own-it', 'drama', '2011-reads', 'fantasy-paranormal', 'books-made-into-movies', 'Alex Flinn', 'Beastly (Beastly, #1, Kendra Chronicles, #1)', 'Beastly (Beastly, #1; Kendra Chronicles, #1)', 'eng', 2007.0]","young-adult fantasy favorites romance ya currently-reading fairy-tales books-i-own fiction retellings paranormal magic owned fairy-tale teen fairytales urban-fantasy retelling beauty-and-the-beast paranormal-romance series fairy-tale-retellings supernatural fairytale owned-books read-in-2011 library fairytale-retellings contemporary ya-fiction ya-fantasy to-buy ebook alex-flinn my-books i-own witches ebooks young-adult-fiction high-school kindle fairy-tale-retelling teen-fiction love read-in-2010 stand-alone chick-lit audiobook ya-books default book-to-movie wish-list ya-romance favorite-books fairytale-retelling movies favorite books movie favourites e-book reviewed audiobooks ya-lit fairy-tales-retold e-books 3-stars library-books borrowed have read-2011 read-in-2012 my-library maybe romantic books-to-movies shelfari-favorites 4-stars 5-stars audio books-i-have male-pov read-in-2013 stand-alones teens meh young-adult-fantasy love-stories novels youngadult read-in-2015 want-to-read sci-fi-fantasy english own-it drama 2011-reads fantasy-paranormal books-made-into-movies Alex Flinn Beastly (Beastly, #1, Kendra Chronicles, #1) Beastly (Beastly, #1; Kendra Chronicles, #1) eng 2007.0",7,0
712,13414446,61,Marie Lu,2013.0,Prodigy,"Prodigy (Legend, #2)",eng,4.29,149702,160193,12663,1213,3659,21004,56370,77947,"['favorites', 'currently-reading', 'dystopian', 'young-adult', 'dystopia', 'ya', 'books-i-own', 'romance', 'owned', 'science-fiction', 'owned-books', 'series', 'read-in-2014', 'sci-fi', 'fantasy', 'fiction', 'to-buy', 'favourites', 'read-in-2015', 'teen', 'kindle', 'audiobook', '5-stars', 'my-books', 'favorite-books', 'read-2014', 'adventure', 'wish-list', 'trilogy', 'read-in-2016', 'read-2015', 'favorite', 'legend', '4-stars', 'war', 'futuristic', 'audio', 'ebook', 'library', 'on-my-shelf', 'distopian', 'love-triangle', 'marie-lu', 'ya-dystopia', 'reviewed', 'audiobooks', 'dystopias', 'action', 'future', 'made-me-cry', 'tbr', 'distopia', 'i-own', 'books', 'ya-dystopian', '2013-releases', 'legend-series', 'favorite-series', 'ebooks', 'action-adventure', 'scifi', 'post-apocalyptic', 're-read', '2014-reads', 'faves', 'read-in-english', 'need-to-buy', 'have', 'kick-ass-heroine', 'ya-fiction', 'on-hold', 'sequels', 'ya-lit', 'all-time-favorites', '2015-reads', 'love', 'loved', 'amazing', 'books-to-buy', 'book-boyfriends', 'dnf', 'action-packed', 'ya-fantasy', 'my-library', 'read-in-2017', 'read-2016', 'series-to-finish', 'novels', 'favourite', 'my-bookshelf', 'favs', 'on-my-bookshelf', 'books-i-have', '2013-books', '2016-reads', 'english', 'trilogies', 'bookshelf', 'finished-series', 'Marie Lu', 'Prodigy', 'Prodigy (Legend, #2)', 'eng', 2013.0]","favorites currently-reading dystopian young-adult dystopia ya books-i-own romance owned science-fiction owned-books series read-in-2014 sci-fi fantasy fiction to-buy favourites read-in-2015 teen kindle audiobook 5-stars my-books favorite-books read-2014 adventure wish-list trilogy read-in-2016 read-2015 favorite legend 4-stars war futuristic audio ebook library on-my-shelf distopian love-triangle marie-lu ya-dystopia reviewed audiobooks dystopias action future made-me-cry tbr distopia i-own books ya-dystopian 2013-releases legend-series favorite-series ebooks action-adventure scifi post-apocalyptic re-read 2014-reads faves read-in-english need-to-buy have kick-ass-heroine ya-fiction on-hold sequels ya-lit all-time-favorites 2015-reads love loved amazing books-to-buy book-boyfriends dnf action-packed ya-fantasy my-library read-in-2017 read-2016 series-to-finish novels favourite my-bookshelf favs on-my-bookshelf books-i-have 2013-books 2016-reads english trilogies bookshelf finished-series Marie Lu Prodigy Prodigy (Legend, #2) eng 2013.0",7,0
523,114683,15,Banksy,1988.0,Wall and Piece,Wall and Piece,eng,3.83,149453,150117,687,11641,11724,27885,38313,60554,"['art', 'currently-reading', 'non-fiction', 'favorites', 'nonfiction', 'art-books', 'books-i-own', 'owned', 'to-buy', 'politics', 'photography', 'graffiti', 'street-art', 'reference', 'art-design', 'design', 'default', 'english', 'british', 'arts', 'arte', 'library', 'art-history', 'owned-books', 'wish-list', 'political', 'creativity', 'favourites', 'humor', 'artsy', 'coffee-table', 'my-books', 'i-own', 'my-library', 'art-and-design', 'art-photography', 'coffee-table-books', 'read-in-english', 'biography', '1', 'banksy', 'books', 'bookshelf', 'philosophy', 'memoir', 'want-to-read', 'visual', 'artbooks', 'kunst', 'visual-art', 'own-it', 'favourite', 'adult', 'graphic', 'humour', 'photo', 'anarchism', 'ebook', 'contemporary', 'other', 'have', 'read-in-2012', 'poetry', 'on-my-bookshelf', 'finished', 'activism', 'want-to-buy', 'uk', 'pop-culture', 'misc', 'art-books-to-read', 'street', 'read-in-2015', 'maybe', 'to-read-non-fiction', 'recommended', 'memoirs', 'want', 'graphic-novels', 'funny', 'others', 'read-non-fiction', 'visual-arts', 'art-and-architecture', 'art-architecture', 'interesting', 'artsy-fartsy', 'coffee-table-book', 'all-time-favorites', 'shelfari-favorites', 'read-in-2014', 'home-library', 'modern', '4-stars', 'to-read-nonfiction', 'recommendations', 'music', 'before-2014', 'bansky', 'Banksy', 'Wall and Piece', 'Wall and Piece', 'eng', 1988.0]",art currently-reading non-fiction favorites nonfiction art-books books-i-own owned to-buy politics photography graffiti street-art reference art-design design default english british arts arte library art-history owned-books wish-list political creativity favourites humor artsy coffee-table my-books i-own my-library art-and-design art-photography coffee-table-books read-in-english biography 1 banksy books bookshelf philosophy memoir want-to-read visual artbooks kunst visual-art own-it favourite adult graphic humour photo anarchism ebook contemporary other have read-in-2012 poetry on-my-bookshelf finished activism want-to-buy uk pop-culture misc art-books-to-read street read-in-2015 maybe to-read-non-fiction recommended memoirs want graphic-novels funny others read-non-fiction visual-arts art-and-architecture art-architecture interesting artsy-fartsy coffee-table-book all-time-favorites shelfari-favorites read-in-2014 home-library modern 4-stars to-read-nonfiction recommendations music before-2014 bansky Banksy Wall and Piece Wall and Piece eng 1988.0,13,0
520,79885,123,Michael Connelly,2005.0,The Lincoln Lawyer ,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng,4.14,149438,160724,4757,1136,3767,27768,67204,60849,"['mystery', 'fiction', 'crime', 'michael-connelly', 'thriller', 'favorites', 'legal-thriller', 'series', 'currently-reading', 'owned', 'mystery-thriller', 'suspense', 'kindle', 'books-i-own', 'default', 'mysteries', 'audiobook', 'legal', 'connelly', 'crime-fiction', 'library', 'audio', 'thrillers', 'audiobooks', 'mystery-suspense', 'connelly-michael', 'detective', 'book-club', 'audio-books', 'ebook', 'audible', 'read-in-2011', 'adult', 'mickey-haller', 'audio-book', 'mystery-crime', 'law', 'legal-thrillers', 'crime-mystery', 'crime-thriller', 'adult-fiction', 'ebooks', 'owned-books', 'my-books', 'my-library', 'read-in-2012', 'novels', '2006', 'drama', 'suspense-thriller', 'lawyer', 'to-buy', 'read-2011', 'murder-mystery', 'listened-to', 'finished', 'movie', 'mickey-haller-series', 'contemporary', 'california', 'mystery-thrillers', 'courtroom-drama', 'e-book', 'legal-fiction', 'have', 'general-fiction', 'nook', 'first-in-series', 'read-2012', 'lawyers', 'novel', 'read-in-2013', 'e-books', 'library-book', 'thriller-mystery', 'mystery-suspense-thriller', 'read-in-2014', 'mysteries-thrillers', 'book-to-movie', 'harry-bosch', 'i-own', 'read-in-2016', 'own-it', 'home-library', 'mystery-thriller-suspense', 'borrowed', 'kindle-books', 'crime-mystery-thriller', 'courtroom', 'part-of-a-series', 'contemporary-fiction', 'favorite-authors', 'paperback', 'unread', 'mystery-series', 'thriller-suspense', 'los-angeles', 'read-in-2015', 'crime-thrillers', 'Michael Connelly', 'The Lincoln Lawyer ', 'The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)', 'eng', 2005.0]","mystery fiction crime michael-connelly thriller favorites legal-thriller series currently-reading owned mystery-thriller suspense kindle books-i-own default mysteries audiobook legal connelly crime-fiction library audio thrillers audiobooks mystery-suspense connelly-michael detective book-club audio-books ebook audible read-in-2011 adult mickey-haller audio-book mystery-crime law legal-thrillers crime-mystery crime-thriller adult-fiction ebooks owned-books my-books my-library read-in-2012 novels 2006 drama suspense-thriller lawyer to-buy read-2011 murder-mystery listened-to finished movie mickey-haller-series contemporary california mystery-thrillers courtroom-drama e-book legal-fiction have general-fiction nook first-in-series read-2012 lawyers novel read-in-2013 e-books library-book thriller-mystery mystery-suspense-thriller read-in-2014 mysteries-thrillers book-to-movie harry-bosch i-own read-in-2016 own-it home-library mystery-thriller-suspense borrowed kindle-books crime-mystery-thriller courtroom part-of-a-series contemporary-fiction favorite-authors paperback unread mystery-series thriller-suspense los-angeles read-in-2015 crime-thrillers Michael Connelly The Lincoln Lawyer  The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16) eng 2005.0",3,-1
574,7669,124,Michael Crichton,1999.0,Timeline,Timeline,en-US,3.83,148563,158413,3628,2738,11205,41822,57567,45081,"['fiction', 'science-fiction', 'sci-fi', 'currently-reading', 'favorites', 'thriller', 'time-travel', 'historical-fiction', 'fantasy', 'owned', 'michael-crichton', 'adventure', 'scifi', 'default', 'books-i-own', 'historical', 'sci-fi-fantasy', 'suspense', 'crichton', 'mystery', 'thrillers', 'history', 'science', 'sf', 'novels', 'owned-books', 'library', 'adult', 'science-fiction-fantasy', 'novel', 'scifi-fantasy', 'fantasy-sci-fi', 'medieval', 'action-adventure', 'mystery-thriller', 'action', 'travel', 'my-library', 'adult-fiction', 'time', 'crichton-michael', 'audiobook', 'my-books', 'audiobooks', 'kindle', 'france', 'ebook', 'general-fiction', 'contemporary-fiction', 'audio', 'speculative-fiction', 'favourites', 'shelfari-favorites', 'suspense-thriller', 'ebooks', 'i-own', 'general', 'all-time-favorites', 're-read', 'home-library', 'contemporary', 'favorite', 'books', 'to-buy', 'have', 'sci-fi-and-fantasy', 'techno-thriller', 'paperback', 'book-club', 'calibre', 'american', 'thriller-suspense', 'timetravel', 'own-it', '20th-century', 'abandoned', 'finished', 'tech', 'century', 'quantum', 'historians', 'theory', 'fantasy-scifi', 'espionage', 'high', '14th', 'modern', 'borrowed', 'read-fiction', 'personal-library', 'hardcover', 'fantascienza', 'audible', 'e-books', 'movie', 'popular-fiction', 'technological', 'mystery-suspense', 'twenty-first', 'Michael Crichton', 'Timeline', 'Timeline', 'en-US', 1999.0]",fiction science-fiction sci-fi currently-reading favorites thriller time-travel historical-fiction fantasy owned michael-crichton adventure scifi default books-i-own historical sci-fi-fantasy suspense crichton mystery thrillers history science sf novels owned-books library adult science-fiction-fantasy novel scifi-fantasy fantasy-sci-fi medieval action-adventure mystery-thriller action travel my-library adult-fiction time crichton-michael audiobook my-books audiobooks kindle france ebook general-fiction contemporary-fiction audio speculative-fiction favourites shelfari-favorites suspense-thriller ebooks i-own general all-time-favorites re-read home-library contemporary favorite books to-buy have sci-fi-and-fantasy techno-thriller paperback book-club calibre american thriller-suspense timetravel own-it 20th-century abandoned finished tech century quantum historians theory fantasy-scifi espionage high 14th modern borrowed read-fiction personal-library hardcover fantascienza audible e-books movie popular-fiction technological mystery-suspense twenty-first Michael Crichton Timeline Timeline en-US 1999.0,10,0
645,2696,634,"Geoffrey Chaucer, Nevill Coghill",1390.0,Tales of Caunterbury,The Canterbury Tales,eng,3.48,148480,158661,2615,6795,19618,52875,48893,30480,"['poetry', 'classic', 'favorites', 'school', 'short-stories', 'historical-fiction', 'classic-literature', 'rory-gilmore-reading-challenge', 'read-for-school', 'high-school', 'default', 'history', 'british', 'british-literature', 'historical', 'for-school', 'classics-to-read', 'school-books', 'college', 'classic-lit', 'england', 'to-buy', 'classics', 'adult', 'rory-gilmore-challenge', '14th-century', 'english-literature', 'rory-gilmore', 'british-lit', 'classic-fiction', 'humor', 'currently-reading', 'adult-fiction', '50-books-to-read-before-you-die', 'read-in-school', 'medieval-literature', 'required-reading', 'rory-gilmore-reading-list', 'gilmore-girls', 'school-reads', 'novels', 'school-reading', 'brit-lit', 'partially-read', 'i-own', 'unfinished', 'to-read-classics', 'middle-ages', 'fantasy', 'wish-list', 'banned-books', 're-read', 'own-it', 'lit', 'university', 'kindle', 'chaucer', 'english-lit', 'to-re-read', 'the-classics', 'literary-fiction', 'home-library', 'satire', 'middle-english', 'never-finished', 'medieval-lit', 'general-fiction', 'personal-library', 'bookshelf', 'religion', 'adventure', 'literary', 'uni', 'books', 'europe', 'academic', 'great-books', 'comedy', 'nook', 'read-in-high-school', 'uk', 'fiction-classics', 'ebook', 'rory-gilmore-book-challenge', 'did-not-finish', 'classical', 'favourites', 'audio', 'anthology', 'books-for-school', 'must-read', 'audiobook', 'abandoned', 'dnf', 'to-reread', 'gilmore-girls-reading-list', 'the-rory-gilmore-reading-challenge', 'paperback', 'humour', 'Geoffrey Chaucer, Nevill Coghill', 'Tales of Caunterbury', 'The Canterbury Tales', 'eng', 1390.0]","poetry classic favorites school short-stories historical-fiction classic-literature rory-gilmore-reading-challenge read-for-school high-school default history british british-literature historical for-school classics-to-read school-books college classic-lit england to-buy classics adult rory-gilmore-challenge 14th-century english-literature rory-gilmore british-lit classic-fiction humor currently-reading adult-fiction 50-books-to-read-before-you-die read-in-school medieval-literature required-reading rory-gilmore-reading-list gilmore-girls school-reads novels school-reading brit-lit partially-read i-own unfinished to-read-classics middle-ages fantasy wish-list banned-books re-read own-it lit university kindle chaucer english-lit to-re-read the-classics literary-fiction home-library satire middle-english never-finished medieval-lit general-fiction personal-library bookshelf religion adventure literary uni books europe academic great-books comedy nook read-in-high-school uk fiction-classics ebook rory-gilmore-book-challenge did-not-finish classical favourites audio anthology books-for-school must-read audiobook abandoned dnf to-reread gilmore-girls-reading-list the-rory-gilmore-reading-challenge paperback humour Geoffrey Chaucer, Nevill Coghill Tales of Caunterbury The Canterbury Tales eng 1390.0",8,0
583,6101718,67,Lev Grossman,2009.0,The Magicians,The Magicians (The Magicians #1),eng,3.47,147908,165609,18232,10045,21851,47087,52810,33816,"['fantasy', 'currently-reading', 'fiction', 'favorites', 'magic', 'urban-fantasy', 'series', 'young-adult', 'owned', 'books-i-own', 'audiobook', 'sci-fi-fantasy', 'adult', 'book-club', 'kindle', 'library', 'dnf', 'abandoned', 'ya', 'audiobooks', 'did-not-finish', 'to-buy', 'audio', 'fantasy-sci-fi', 'adult-fiction', 'contemporary', 'ebook', 'scifi-fantasy', 'adventure', 'coming-of-age', 'read-in-2016', 'paranormal', 'novels', 'ebooks', 'wish-list', 'sci-fi', 'read-in-2015', 'owned-books', 'unfinished', 'supernatural', 'read-in-2014', 'magical-realism', 'audible', 'science-fiction-fantasy', 'sword-and-laser', 'fantasy-scifi', 'science-fiction', 'didn-t-finish', 'couldn-t-finish', 'default', 'maybe', 'speculative-fiction', 'audio-book', 'read-2016', 'read-in-2011', 'contemporary-fiction', 'favourites', 'my-books', 'audio-books', 'gave-up-on', 'read-in-2012', 'read-in-2017', 'read-2015', 'on-hold', 'witches', 'gave-up', 'magicians', 'recommended', 'novel', 'my-library', 'read-in-2010', 'adult-fantasy', 're-read', 'borrowed', 'own-it', 'sff', 'to-read-fantasy', 'reviewed', 'american', 'tbr', 'new-adult', 'e-book', 'could-not-finish', 'library-books', 'read-2014', 'sci-fi-and-fantasy', 'modern-fantasy', 'magical', 'reread', 'bookclub', 'fiction-fantasy', 'i-own', 'e-books', 'read-2012', 'library-book', 'contemporary-fantasy', 'lev-grossman', 'romance', 'high-fantasy', 'Lev Grossman', 'The Magicians', 'The Magicians (The Magicians #1)', 'eng', 2009.0]",fantasy currently-reading fiction favorites magic urban-fantasy series young-adult owned books-i-own audiobook sci-fi-fantasy adult book-club kindle library dnf abandoned ya audiobooks did-not-finish to-buy audio fantasy-sci-fi adult-fiction contemporary ebook scifi-fantasy adventure coming-of-age read-in-2016 paranormal novels ebooks wish-list sci-fi read-in-2015 owned-books unfinished supernatural read-in-2014 magical-realism audible science-fiction-fantasy sword-and-laser fantasy-scifi science-fiction didn-t-finish couldn-t-finish default maybe speculative-fiction audio-book read-2016 read-in-2011 contemporary-fiction favourites my-books audio-books gave-up-on read-in-2012 read-in-2017 read-2015 on-hold witches gave-up magicians recommended novel my-library read-in-2010 adult-fantasy re-read borrowed own-it sff to-read-fantasy reviewed american tbr new-adult e-book could-not-finish library-books read-2014 sci-fi-and-fantasy modern-fantasy magical reread bookclub fiction-fantasy i-own e-books read-2012 library-book contemporary-fantasy lev-grossman romance high-fantasy Lev Grossman The Magicians The Magicians (The Magicians #1) eng 2009.0,10,0
515,3985,80,Michael Chabon,2000.0,The Amazing Adventures of Kavalier & Clay,The Amazing Adventures of Kavalier & Clay,eng,4.17,147717,156603,9326,2958,7191,22236,52498,71720,"['currently-reading', 'fiction', 'favorites', 'historical-fiction', 'pulitzer', 'owned', 'book-club', 'literature', 'novels', 'books-i-own', 'historical', 'rory-gilmore-reading-challenge', 'contemporary', 'literary-fiction', 'pulitzer-prize', 'comics', 'contemporary-fiction', 'library', 'jewish', 'american', 'favourites', 'new-york', 'rory-gilmore-challenge', 'general-fiction', 'novel', 'abandoned', '1001-books', 'owned-books', 'to-buy', 'history', 'literary', 'pulitzer-prize-winners', 'lgbt', 'pulitzer-winners', 'bookclub', 'kindle', 'adult', 'all-time-favorites', 'rory-gilmore', 'unfinished', 'audiobook', 'adult-fiction', 'wwii', 'gilmore-girls', 'war', 'rory-gilmore-reading-list', 'to-read-fiction', 'wish-list', 'pulitzers', 'audiobooks', 'fantasy', 'classics', 'adventure', 'my-library', 'didn-t-finish', 'audio', 'ebook', '1001', 'favorite-books', 'american-literature', 'superheroes', 'pulitzer-fiction', 'books', 'default', 'nyc', 'modern-fiction', 'did-not-finish', 'my-books', 'award-winners', '21st-century', 'audible', 'shelfari-favorites', 'book-group', 'recommended', 'never-finished', 'lgbtq', 'queer', '2000s', 'lit', 'own-it', 'couldn-t-finish', 'world-war-ii', 'michael-chabon', 'faves', 'favorite', 'usa', 'american-lit', 'holocaust', 'pulitzer-winner', '1001-books-to-read-before-you-die', 'gave-up-on', 'new-york-city', 'contemporary-lit', 'pulitzer-prize-winner', 'coming-of-age', 'on-hold', 'comic', 'pulitzer-prize-fiction', 'books-about-books', 'Michael Chabon', 'The Amazing Adventures of Kavalier & Clay', 'The Amazing Adventures of Kavalier & Clay', 'eng', 2000.0]",currently-reading fiction favorites historical-fiction pulitzer owned book-club literature novels books-i-own historical rory-gilmore-reading-challenge contemporary literary-fiction pulitzer-prize comics contemporary-fiction library jewish american favourites new-york rory-gilmore-challenge general-fiction novel abandoned 1001-books owned-books to-buy history literary pulitzer-prize-winners lgbt pulitzer-winners bookclub kindle adult all-time-favorites rory-gilmore unfinished audiobook adult-fiction wwii gilmore-girls war rory-gilmore-reading-list to-read-fiction wish-list pulitzers audiobooks fantasy classics adventure my-library didn-t-finish audio ebook 1001 favorite-books american-literature superheroes pulitzer-fiction books default nyc modern-fiction did-not-finish my-books award-winners 21st-century audible shelfari-favorites book-group recommended never-finished lgbtq queer 2000s lit own-it couldn-t-finish world-war-ii michael-chabon faves favorite usa american-lit holocaust pulitzer-winner 1001-books-to-read-before-you-die gave-up-on new-york-city contemporary-lit pulitzer-prize-winner coming-of-age on-hold comic pulitzer-prize-fiction books-about-books Michael Chabon The Amazing Adventures of Kavalier & Clay The Amazing Adventures of Kavalier & Clay eng 2000.0,8,-1
647,7664041,119,Christopher Paolini,2011.0,Inheritance,"Inheritance (The Inheritance Cycle, #4)",en-US,4.08,146905,162717,8891,3498,9379,28585,50380,70875,"['fantasy', 'currently-reading', 'favorites', 'young-adult', 'dragons', 'owned', 'books-i-own', 'fiction', 'ya', 'series', 'magic', 'adventure', 'default', 'high-fantasy', 'owned-books', 'eragon', 'epic-fantasy', 'favourites', 'my-books', 'christopher-paolini', 'inheritance-cycle', 'inheritance', 'sci-fi-fantasy', 'to-buy', 'teen', 'ya-fantasy', 'i-own', 'library', 'fantasy-sci-fi', 'kindle', 'dragon', 'audiobook', 'read-in-2012', 'audiobooks', 'the-inheritance-cycle', 'my-library', 'books', 'ebook', 'romance', 'action', 'elves', 'favorite-books', 'own-it', 'audio', 'ebooks', 'sci-fi', 'ya-fiction', 'young-adult-fiction', 'wish-list', 'epic', 'all-time-favorites', 'favorite', 'childhood', 'shelfari-favorites', '5-stars', 'paranormal', 'read-2012', 're-read', 'on-hold', 'war', 'scifi-fantasy', 'english', 'read-in-2011', 'fantasia', 'children', 'novels', 'have', 'fantasy-fiction', 'childrens', 'on-my-shelf', 'bookshelf', 'audio-books', 'read-in-2013', 'mine', 'need-to-buy', 'children-s', 'science-fiction-fantasy', 'abandoned', 'fantasy-scifi', 'audible', 'kids', 'youth', 'tbr', 'books-i-have', 'supernatural', 'my-bookshelf', 'medieval', 'christoper-paolini', 'audio-book', 'e-books', 'science-fiction', 'young-adult-fantasy', 'paolini', 'loved', 'fantasy-science-fiction', 'dwarves', 'finished', 'dnf', 'paolini-christopher', 'Christopher Paolini', 'Inheritance', 'Inheritance (The Inheritance Cycle, #4)', 'en-US', 2011.0]","fantasy currently-reading favorites young-adult dragons owned books-i-own fiction ya series magic adventure default high-fantasy owned-books eragon epic-fantasy favourites my-books christopher-paolini inheritance-cycle inheritance sci-fi-fantasy to-buy teen ya-fantasy i-own library fantasy-sci-fi kindle dragon audiobook read-in-2012 audiobooks the-inheritance-cycle my-library books ebook romance action elves favorite-books own-it audio ebooks sci-fi ya-fiction young-adult-fiction wish-list epic all-time-favorites favorite childhood shelfari-favorites 5-stars paranormal read-2012 re-read on-hold war scifi-fantasy english read-in-2011 fantasia children novels have fantasy-fiction childrens on-my-shelf bookshelf audio-books read-in-2013 mine need-to-buy children-s science-fiction-fantasy abandoned fantasy-scifi audible kids youth tbr books-i-have supernatural my-bookshelf medieval christoper-paolini audio-book e-books science-fiction young-adult-fantasy paolini loved fantasy-science-fiction dwarves finished dnf paolini-christopher Christopher Paolini Inheritance Inheritance (The Inheritance Cycle, #4) en-US 2011.0",10,0
660,46677,47,"Judith Viorst, Ray Cruz",1972.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22,146073,147047,2213,2443,5423,23838,40774,74569,"['picture-books', 'childrens', 'children-s-books', 'children', 'children-s', 'kids', 'childrens-books', 'fiction', 'currently-reading', 'kids-books', 'favorites', 'picture-book', 'childhood', 'classics', 'children-s-literature', 'childhood-favorites', 'realistic-fiction', 'children-s-lit', 'humor', 'childhood-books', 'owned', 'children-s-picture-books', 'children-books', 'kid-books', 'books-i-own', 'family', 'picture', 'favorite-children-s-books', 'feelings', 'childrens-lit', 'classic', 'read-aloud', 'elementary', 'emotions', 'juvenile', 'school', 'youth', 'kid-lit', 'children-s-book', 'kid-s-books', 'contemporary-realistic-fiction', 'default', 'childrens-literature', 'picturebooks', 'childhood-reads', 'childrens-picture-books', 'childrensbooks', 'my-childhood', 'preschool', 'kiddos', 'classroom-library', 'for-the-kids', 'kindergarten', 'children-s-fiction', 'read-as-a-kid', 'classroom', 'owned-books', 'read-alouds', 'library', 'funny', 'contemporary-fiction', 'read-as-a-child', 'books-i-read-as-a-kid', 'for-kids', 'childhood-memories', 'classroom-books', 'early-childhood', 'ya', 'children-s-classics', 'favorite-picture-books', 'children-young-adult', 'children-ya', 'illustrated', 'kid-stuff', 'childrens-book', 'pre-2000', '311-books', 'school-books', 'nostalgia', 'books-from-my-childhood', 'format-picture-book', 'bad-day', 'childhood-faves', 'elementary-school', 'childhood-favs', 'for-children', 'children-s-books-read', 'humorous', 'storytime', '1st-grade', 'edrd-314', 'young-adult', 'i-own', 'favorite-childrens-books', 'kid', 'books', 'books-i-read-as-a-child', 'ece-3601', '311', 'Judith Viorst, Ray Cruz', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'en-CA', 1972.0]","picture-books childrens children-s-books children children-s kids childrens-books fiction currently-reading kids-books favorites picture-book childhood classics children-s-literature childhood-favorites realistic-fiction children-s-lit humor childhood-books owned children-s-picture-books children-books kid-books books-i-own family picture favorite-children-s-books feelings childrens-lit classic read-aloud elementary emotions juvenile school youth kid-lit children-s-book kid-s-books contemporary-realistic-fiction default childrens-literature picturebooks childhood-reads childrens-picture-books childrensbooks my-childhood preschool kiddos classroom-library for-the-kids kindergarten children-s-fiction read-as-a-kid classroom owned-books read-alouds library funny contemporary-fiction read-as-a-child books-i-read-as-a-kid for-kids childhood-memories classroom-books early-childhood ya children-s-classics favorite-picture-books children-young-adult children-ya illustrated kid-stuff childrens-book pre-2000 311-books school-books nostalgia books-from-my-childhood format-picture-book bad-day childhood-faves elementary-school childhood-favs for-children children-s-books-read humorous storytime 1st-grade edrd-314 young-adult i-own favorite-childrens-books kid books books-i-read-as-a-child ece-3601 311 Judith Viorst, Ray Cruz Alexander and the Terrible, Horrible, No Good, Very Bad Day Alexander and the Terrible, Horrible, No Good, Very Bad Day en-CA 1972.0",5,0
